Kvote;LAERESTEDNAVN;Lærested;Opptaksrunde;Poenggrense;POENGGRENSE;Sesong;Studiekode;STUDIEPOENG;STUDIESTED;STUDIUMNAVN;TID;Utdanningsområde og -type *IKKE BRUK*;År;Venteliste
ORD;Universitetet i Innlandet;INN;Hovedopptak;41,6;  41.6;H;210 440;180;Lillehammer;Idrett med fordypning i helse og treningsfysiologi;2017H;IDRETT;2017;134
ORD;Universitetet i Innlandet;INN;Hovedopptak;42,7;  42.7;H;209 839;180;Hamar;Spillteknologi og simulering;2017H;INFOTEKN;2017;77
ORD;Universitetet i Innlandet;INN;Hovedopptak;49,9;  49.9;H;210 526;180;Lillehammer;Rettsvitenskap;2017H;JUS;2017;451
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 322;180;Evenstad;Skogbruk;2017H;LANDOGHAVBRUK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 323;180;Evenstad;Utmarksforvaltning;2017H;LANDOGHAVBRUK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 311;180;Hamar;Landbruksteknikk, bachelor;2017H;LANDOGHAVBRUK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 320;180;Hamar;Agronomi, bachelor;2017H;LANDOGHAVBRUK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;40,4;  40.4;H;209 132;180;Hamar;Barnehagelærerutdanning, samlingsbasert;2017H;LÆRER - BHGLÆRER;2017;79
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 130;180;Hamar;Barnehagelærerutdanning;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 140;180;Elverum;Faglærerutdanning i kroppsøving og idrettsfag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 157;180;Hamar;Faglærerutdanning i musikk;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;210 264;180;Lillehammer;TV-teknikk;2017H;MEDIEFAG;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;210 308;180;Lillehammer;Kulturprosjektledelse, bachelor;2017H;MEDIEFAG;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;-1;O.i.;H;210 847;180;Lillehammer;TV-regi;2017H;MEDIEFAG;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;37;  37.0;H;210 852;180;Lillehammer;Pedagogikk, bachelor;2017H;PEDFAG;2017;45
ORD;Universitetet i Innlandet;INN;Hovedopptak;38,1;  38.1;H;210 568;180;Lillehammer;Pedagogikk, bachelor, deltid;2017H;PEDFAG;2017;35
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;210 317;180;Lillehammer;Reiselivsledelse;2017H;REISELIV;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;210 319;180;Lillehammer;Markedsføring og ledelse av turismeopplevelser;2017H;REISELIV;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;46,1;  46.1;H;210 876;180;Lillehammer;Psykologi;2017H;SAMFUNN;2017;297
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;210 872;180;Lillehammer;Internasjonale studier med historie, bachelor;2017H;SAMFUNN;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;48,3;  48.3;H;209 530;180;Rena;Beredskap og krisehåndtering;2017H;SAMFUNN;2017;134
ORD;Universitetet i Innlandet;INN;Hovedopptak;36,3;  36.3;H;210 867;180;Lillehammer;Organisasjon og ledelse;2017H;ØKADM;2017;25
ORD;Universitetet i Innlandet;INN;Hovedopptak;40,2;  40.2;H;210 035;180;Lillehammer;Økonomi og administrasjon, bachelor;2017H;ØKADM;2017;95
ORD;Universitetet i Innlandet;INN;Hovedopptak;41;  41.0;H;210 485;180;Lillehammer;Sport Management;2017H;ØKADM;2017;62
ORD;Universitetet i Innlandet;INN;Hovedopptak;39;  39.0;H;209 476;180;Rena;Music Business - Management;2017H;ØKADM;2017;16
ORD;Universitetet i Innlandet;INN;Hovedopptak;42,2;  42.2;H;209 714;180;Rena;Music Business - Production;2017H;ØKADM;2017;47
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 368;180;Rena;Eiendomsmegling;2017H;ØKADM;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 369;180;Rena;Økonomi og administrasjon;2017H;ØKADM;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 470;180;Rena;Serviceledelse og markedsføring;2017H;ØKADM;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 516;180;Rena;Regnskapsførerfag;2017H;ØKADM;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 867;180;Rena;Ledelse og organisasjonsutvikling;2017H;ØKADM;2017;0
ORD;Lovisenberg diakonale høgskole;LDH;Hovedopptak;53,1;  53.1;H;230 050;180;Oslo;Sykepleierutdanning;2017H;HELSEFAG - SYKEPL;2017;1881
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 927;180;Oslo;Ungdom, kultur og trosopplæring;2017H;HISTORIE;2017;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 936;180;Oslo;Teologi, bachelor;2017H;HISTORIE;2017;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 482;180;Oslo;Religion, kultur og samfunn;2017H;SAMFUNN;2017;0
ORD;Norges idrettshøgskole;NIH;Hovedopptak;52,1;  52.1;H;150 440;180;Oslo;Idrettsvitenskap;2017H;IDRETT;2017;666
ORD;Norges idrettshøgskole;NIH;Hovedopptak;51,3;  51.3;H;150 140;180;Oslo;Faglærer i kroppsøving og idrettsfag;2017H;LÆRER - FAGLÆRER;2017;217
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 480;180;Bergen;Teologi;2017H;HISTORIE;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 626;180;Bergen;Praktisk teologi og ledelse, Bergen, bachelor;2017H;HISTORIE;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 536;180;Oslo;Praktisk teologi og ledelse, Oslo, bachelor;2017H;HISTORIE;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 130;180;Bergen;Barnehagelærer;2017H;LÆRER - BHGLÆRER;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 454;180;Kristiansand;Journalistikk, bachelor;2017H;MEDIEFAG;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;35,8;  35.8;H;254 853;180;Bergen;Pedagogikk med vekt på spesped og interk. ped.;2017H;PEDFAG;2017;6
ORD;NLA Høgskolen;NLA;Hovedopptak;43,4;  43.4;H;254 852;180;Bergen;Pedagogikk, bachelor;2017H;PEDFAG;2017;123
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 879;180;Bergen;Interkulturell forståelse, Bergen, bachelor;2017H;SAMFUNN;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 929;180;Bergen;Religion og kultur;2017H;SAMFUNN;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 872;180;Kristiansand;Interkulturell forståelse, Kristiansand, bachelor;2017H;SAMFUNN;2017;0
ORD;NLA Høgskolen;NLA;Hovedopptak;42,4;  42.4;H;254 895;180;Oslo;Innovasjon og ledelse;2017H;ØKADM;2017;193
ORD;NLA Høgskolen;NLA;Hovedopptak;43,3;  43.3;H;254 470;180;Oslo;Økonomi og administrasjon;2017H;ØKADM;2017;313
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;54,4;  54.4;H;192 504;180;Oslo;Dyrepleie;2017H;HELSEFAG - VETERIN;2017;93
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 321;180;Ås;Husdyrvitenskap;2017H;LANDOGHAVBRUK;2017;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 842;180;Ås;Plantevitenskap;2017H;LANDOGHAVBRUK;2017;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;42,1;  42.1;H;192 332;180;Ås;Kjemi;2017H;REALFAG;2017;6
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;45,5;  45.5;H;192 327;180;Ås;Biologi;2017H;REALFAG;2017;48
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;45,8;  45.8;H;192 322;180;Ås;Skogfag;2017H;REALFAG;2017;52
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;47,8;  47.8;H;192 864;180;Ås;Matvitenskap og ernæring;2017H;REALFAG;2017;27
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;51,5;  51.5;H;192 857;180;Ås;Energi- og miljøfysikk;2017H;REALFAG;2017;31
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;53;  53.0;H;192 299;180;Ås;Bioteknologi;2017H;REALFAG;2017;109
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 377;180;Ås;Miljø og naturressurser;2017H;REALFAG;2017;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;0;Alle;H;192 388;180;Ås;Økologi og naturforvaltning;2017H;REALFAG;2017;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;48;  48.0;H;192 484;180;Ås;Internasjonale miljø- og utviklingsstudier;2017H;SAMFUNN;2017;51
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;50;  50.0;H;192 835;180;Ås;Fornybar energi;2017H;SAMFUNN;2017;177
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;51,2;  51.2;H;192 310;180;Ås;Landskapsingeniør;2017H;SAMFUNN;2017;171
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;46,7;  46.7;H;192 406;180;Ås;Geomatikk: kart, satellitter og 3D-modellering, bachelor;2017H;TEKNO - ANNET;2017;12
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;46,9;  46.9;H;192 468;180;Ås;Samfunnsøkonomi;2017H;ØKADM;2017;105
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;46,9;  46.9;H;192 369;180;Ås;Økonomi og administrasjon;2017H;ØKADM;2017;241
ORD;Nord universitet;NORD;Hovedopptak;-1;O.i.;H;204 364;180;Levanger;Musikkpedagog og formidler i kulturskolen;2017H;ESTETISK;2017;0
ORD;Nord universitet;NORD;Hovedopptak;43,4;  43.4;H;204 430;180;Steinkjer;3D art, Animation and VFX;2017H;ESTETISK;2017;79
ORD;Nord universitet;NORD;Hovedopptak;44,1;  44.1;H;204 080;180;Bodø;Sosialt arbeid, Bodø;2017H;HELSEFAG - SOSIONOM;2017;349
ORD;Nord universitet;NORD;Hovedopptak;52,4;  52.4;H;204 081;180;Mo i Rana;Sosialt arbeid, Mo i Rana;2017H;HELSEFAG - SOSIONOM;2017;166
ORD;Nord universitet;NORD;Hovedopptak;45,8;  45.8;H;204 050;180;Bodø;Sykepleieutdanning, Bodø;2017H;HELSEFAG - SYKEPL;2017;754
ORD;Nord universitet;NORD;Hovedopptak;48;  48.0;H;204 056;180;Levanger;Sykepleieutdanning, Levanger;2017H;HELSEFAG - SYKEPL;2017;643
ORD;Nord universitet;NORD;Hovedopptak;43,2;  43.2;H;204 055;180;Mo i Rana;Sykepleieutdanning, Mo i Rana;2017H;HELSEFAG - SYKEPL;2017;402
ORD;Nord universitet;NORD;Hovedopptak;44,4;  44.4;H;204 058;180;Namsos;Sykepleieutdanning, Namsos;2017H;HELSEFAG - SYKEPL;2017;547
ORD;Nord universitet;NORD;Hovedopptak;44,5;  44.5;H;204 054;180;Nettstudium;Sykepleieutdanning, Mo i Rana, deltid;2017H;HELSEFAG - SYKEPL;2017;236
ORD;Nord universitet;NORD;Hovedopptak;45;  45.0;H;204 052;180;Nettstudium;Sykepleieutdanning, Vesterålen, deltid;2017H;HELSEFAG - SYKEPL;2017;205
ORD;Nord universitet;NORD;Hovedopptak;50,1;  50.1;H;204 059;180;Nettstudium;Sykepleieutdanning, Bodø, deltid;2017H;HELSEFAG - SYKEPL;2017;432
ORD;Nord universitet;NORD;Hovedopptak;43;  43.0;H;204 060;180;Namsos;Vernepleierutdanning;2017H;HELSEFAG - VERNEPL;2017;165
ORD;Nord universitet;NORD;Hovedopptak;41,8;  41.8;H;204 427;180;Bodø;Animal Science;2017H;HELSEFAG - VETERIN;2017;9
ORD;Nord universitet;NORD;Hovedopptak;52,4;  52.4;H;204 504;180;Bodø;Dyrepleie;2017H;HELSEFAG - VETERIN;2017;342
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 440;180;Bodø;Idrett, Bodø, bachelor;2017H;IDRETT;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 488;180;Levanger;Idrettsvitenskap;2017H;IDRETT;2017;0
ORD;Nord universitet;NORD;Hovedopptak;46,8;  46.8;H;204 867;180;Bodø;Havbruksdrift og ledelse;2017H;LANDOGHAVBRUK;2017;175
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 321;180;Steinkjer;Husdyrfag, velferd og produksjon;2017H;LANDOGHAVBRUK;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 323;180;Steinkjer;Utmarksforvaltning, bachelor;2017H;LANDOGHAVBRUK;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 388;180;Steinkjer;Naturforvaltning;2017H;LANDOGHAVBRUK;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 131;180;Bodø;Barnehagelærer, Bodø;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 134;180;Levanger;Barnehagelærer, Levanger;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 529;180;Levanger;Barnehagelærer, Levanger, samlingsbasert;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 132;180;Nesna;Barnehagelærer, Nesna, samlingsbasert;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 135;180;Nettstudium;Barnehagelærer, Bodø, samlingsbasert;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;-1;O.i.;H;204 639;180;Levanger;Faglærerutdanning i musikk;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 454;180;Bodø;Journalistikk;2017H;MEDIEFAG;2017;0
ORD;Nord universitet;NORD;Hovedopptak;41,7;  41.7;H;204 089;180;Steinkjer;Film and TV Production;2017H;MEDIEFAG;2017;51
ORD;Nord universitet;NORD;Hovedopptak;41,9;  41.9;H;204 673;180;Steinkjer;Spill- og opplevelsesteknologi;2017H;MEDIEFAG;2017;55
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 327;180;Bodø;Biologi;2017H;REALFAG;2017;0
ORD;Nord universitet;NORD;Hovedopptak;39;  39.0;H;204 872;180;Bodø;Internasjonale relasjoner, bachelor;2017H;SAMFUNN;2017;15
ORD;Nord universitet;NORD;Hovedopptak;-2;Avlyst;H;204 880;180;Bodø;Sosiologi, Bodø;2017H;SAMFUNN;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 438;180;Steinkjer;Geografi, bachelor;2017H;SAMFUNN;2017;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 455;180;Bodø;Engelsk, Bodø, bachelor;2017H;SPRÅK;2017;0
ORD;Nord universitet;NORD;Hovedopptak;38,4;  38.4;H;204 473;180;Bodø;Internasjonal markedsføring;2017H;ØKADM;2017;56
ORD;Nord universitet;NORD;Hovedopptak;38,8;  38.8;H;204 318;180;Bodø;Regnskap ;2017H;ØKADM;2017;9
ORD;Nord universitet;NORD;Hovedopptak;39,7;  39.7;H;204 368;180;Bodø;Eiendomsmegling;2017H;ØKADM;2017;95
ORD;Nord universitet;NORD;Hovedopptak;40;  40.0;H;204 342;180;Bodø;Økonomi og ledelse, Bodø, bachelor;2017H;ØKADM;2017;63
ORD;Nord universitet;NORD;Hovedopptak;44;  44.0;H;204 955;180;Bodø;Human Resource Management (HRM);2017H;ØKADM;2017;51
ORD;Nord universitet;NORD;Hovedopptak;42;  42.0;H;204 470;180;Mo i Rana;Økonomi og ledelse, Mo i Rana, bachelor;2017H;ØKADM;2017;21
ORD;Nord universitet;NORD;Hovedopptak;-2;Avlyst;H;204 453;180;Mo i Rana;Informasjonssystemer, bachelor;2017H;ØKADM;2017;0
ORD;Nord universitet;NORD;Hovedopptak;40,4;  40.4;H;204 516;180;Steinkjer;Regnskap;2017H;ØKADM;2017;16
ORD;Nord universitet;NORD;Hovedopptak;40,4;  40.4;H;204 404;180;Steinkjer;Økonomi og ledelse, Steinkjer, bachelor;2017H;ØKADM;2017;31
ORD;Nord universitet;NORD;Hovedopptak;-2;Avlyst;H;204 312;180;Steinkjer;Økonomi og landbruk;2017H;ØKADM;2017;0
ORD;Nord universitet;NORD;Hovedopptak;-2;Avlyst;H;204 387;180;Steinkjer;Kommunal økonomi og ledelse, bachelor;2017H;ØKADM;2017;0
ORD;Noroff University College;NOROFF;Hovedopptak;0;Alle;H;259 197;180;Kristiansand;Digital Forensics / Digital etterforskning;2017H;INFOTEKN;2017;0
ORD;Noroff University College;NOROFF;Hovedopptak;0;Alle;H;259 198;180;Nettstudium;Digital Forensics / Digital Etterforskning;2017H;INFOTEKN;2017;0
ORD;Noroff University College;NOROFF;Hovedopptak;0;Alle;H;259 451;180;Kristiansand;Interactive Media Animation;2017H;MEDIEFAG;2017;0
ORD;Noroff University College;NOROFF;Hovedopptak;0;Alle;H;259 178;180;Nettstudium;Interactive Media Games, nettbasert;2017H;MEDIEFAG;2017;0
ORD;Noroff University College;NOROFF;Hovedopptak;0;Alle;H;259 183;180;Nettstudium;Interactive Media Animation, nettbasert;2017H;MEDIEFAG;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;37,6;  37.6;H;194 439;180;Trondheim;Drama og teater, bachelor;2017H;ESTETISK;2017;11
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,6;  45.6;H;194 476;180;Trondheim;Musikkteknologi;2017H;ESTETISK;2017;23
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 200;180;Trondheim;Kunsthistorie, bachelor;2017H;ESTETISK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 437;180;Trondheim;Musikkvitenskap, bachelor;2017H;ESTETISK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,3;  45.3;H;194 704;180;Trondheim;Audiologi;2017H;HELSEFAG - AUDIO;2017;198
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48;  48.0;H;194 070;180;Trondheim;Barnevern (Barnevernspedagog);2017H;HELSEFAG - BARNEVER;2017;870
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;54;  54.0;H;194 702;180;Trondheim;Bioingeniør, Trondheim;2017H;HELSEFAG - BIOING;2017;323
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,8;  46.8;H;194 299;180;Ålesund;Bioingeniør, Ålesund;2017H;HELSEFAG - BIOING;2017;123
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,3;  44.3;H;194 700;180;Gjøvik;Ergoterapi, Gjøvik;2017H;HELSEFAG - ERGO;2017;179
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,2;  44.2;H;194 594;180;Trondheim;Ergoterapi, Trondheim;2017H;HELSEFAG - ERGO;2017;325
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;55,9;  55.9;H;194 703;180;Trondheim;Fysioterapi;2017H;HELSEFAG - FYSIO;2017;903
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,4;  46.4;H;194 701;180;Gjøvik;Radiografi, Gjøvik;2017H;HELSEFAG - RADIO;2017;294
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;47,5;  47.5;H;194 531;180;Trondheim;Radiografi, Trondheim;2017H;HELSEFAG - RADIO;2017;426
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;51,7;  51.7;H;194 080;180;Trondheim;Sosialt arbeid;2017H;HELSEFAG - SOSIONOM;2017;626
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,2;  45.2;H;194 050;180;Gjøvik;Sykepleier, Gjøvik;2017H;HELSEFAG - SYKEPL;2017;1012
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;49;  49.0;H;194 051;180;Gjøvik;Sykepleier, Gjøvik, deltid;2017H;HELSEFAG - SYKEPL;2017;419
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,1;  45.1;H;194 052;180;Gudbrandsdal;Sykepleier, Gudbrandsdal, deltid;2017H;HELSEFAG - SYKEPL;2017;185
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;49;  49.0;H;194 054;180;Hadeland;Sykepleier, Hadeland, deltid;2017H;HELSEFAG - SYKEPL;2017;208
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,8;  52.8;H;194 055;180;Trondheim;Sykepleier, Trondheim;2017H;HELSEFAG - SYKEPL;2017;1907
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45;  45.0;H;194 053;180;Valdres;Sykepleier, Valdres, deltid;2017H;HELSEFAG - SYKEPL;2017;119
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45;  45.0;H;194 056;180;Ålesund;Sykepleier, Ålesund;2017H;HELSEFAG - SYKEPL;2017;691
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48;  48.0;H;194 060;180;Trondheim;Vernepleier;2017H;HELSEFAG - VERNEPL;2017;673
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;30,5;  30.5;H;194 904;180;Trondheim;Kulturminneforvaltning;2017H;HISTORIE;2017;2
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;36,8;  36.8;H;194 870;180;Trondheim;Europastudier med fremmedspråk, engelsk;2017H;HISTORIE;2017;23
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;38,3;  38.3;H;194 479;180;Trondheim;Filosofi, bachelor;2017H;HISTORIE;2017;9
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39,2;  39.2;H;194 481;180;Trondheim;Historie, bachelor;2017H;HISTORIE;2017;56
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;41,1;  41.1;H;194 478;180;Trondheim;Arkeologi;2017H;HISTORIE;2017;71
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 459;180;Trondheim;Antikkens kultur og klassiske fag;2017H;HISTORIE;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 929;180;Trondheim;Religionsvitenskap, bachelor;2017H;HISTORIE;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;-2;Avlyst;H;194 786;180;Trondheim;Europastudier med fremmedspråk, spansk;2017H;HISTORIE;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;-2;Avlyst;H;194 793;180;Trondheim;Europastudier med fremmedspråk, fransk;2017H;HISTORIE;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;-2;Avlyst;H;194 795;180;Trondheim;Europastudier med fremmedspråk, tysk;2017H;HISTORIE;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,6;  44.6;H;194 486;180;Trondheim;Samfunns- og idrettsvitenskap;2017H;IDRETT;2017;188
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,7;  44.7;H;194 440;180;Trondheim;Bevegelsesvitenskap;2017H;IDRETT;2017;208
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,2;  44.2;H;194 429;180;Gjøvik;IT-drift og informasjonssikkerhet;2017H;INFOTEKN;2017;60
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,3;  45.3;H;194 673;180;Gjøvik;Programmering [Spill | Applikasjoner];2017H;INFOTEKN;2017;67
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;59;  59.0;H;194 287;180;Nettstudium;Informatikk, informasjonsbehandling;2017H;INFOTEKN;2017;154
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;49;  49.0;H;194 422;180;Trondheim;IT-støttet bedriftsutvikling;2017H;INFOTEKN;2017;308
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;50,2;  50.2;H;194 436;180;Trondheim;Informatikk, drift av datasystemer;2017H;INFOTEKN;2017;152
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;53,2;  53.2;H;194 395;180;Trondheim;Informatikk, Trondheim;2017H;INFOTEKN;2017;383
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 109;180;Trondheim;Yrkesfaglærerutdanning bygg- og anleggsteknikk;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 123;180;Trondheim;Yrkesfaglærerutdanning helse- og oppvekstfag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 127;180;Trondheim;Yrkesfaglærerutdanning elektrofag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 129;180;Trondheim;Yrkesfaglærerutdanning teknikk og industriell prod;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;-2;Avlyst;H;194 124;180;Trondheim;Yrkesfaglærerutdanning, Resturant- og matfag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;41,5;  41.5;H;194 046;180;Gjøvik;Webutvikling;2017H;MEDIEFAG;2017;51
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 264;180;Gjøvik;Interaksjonsdesign;2017H;MEDIEFAG;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39,5;  39.5;H;194 847;180;Trondheim;Filmvitenskap, bachelor;2017H;MEDIEFAG;2017;38
