Kvote;LAERESTEDNAVN;Lærested;Opptaksrunde;Poenggrense;POENGGRENSE;Sesong;Studiekode;STUDIEPOENG;STUDIESTED;STUDIUMNAVN;TID;Utdanningsområde og -type *IKKE BRUK*;År;Venteliste
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;43,3;  43.3;H;194 851;180;Trondheim;Medievitenskap, bachelor;2017H;MEDIEFAG;2017;87
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,5;  52.5;H;194 646;180;Trondheim;Film- og videoproduksjon;2017H;MEDIEFAG;2017;281
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,8;  46.8;H;194 852;180;Trondheim;Pedagogikk, bachelor;2017H;PEDFAG;2017;250
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48,7;  48.7;H;194 860;180;Trondheim;Kjemi;2017H;REALFAG;2017;68
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;49,8;  49.8;H;194 327;180;Trondheim;Biologi;2017H;REALFAG;2017;107
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,3;  52.3;H;194 862;180;Trondheim;Matematiske fag, bachelor;2017H;REALFAG;2017;64
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,7;  52.7;H;194 859;180;Trondheim;Geologi;2017H;REALFAG;2017;56
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;53,8;  53.8;H;194 857;180;Trondheim;Fysikk;2017H;REALFAG;2017;103
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,7;  44.7;H;194 298;180;Ålesund;Biomarin innovasjon;2017H;REALFAG;2017;133
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,6;  46.6;H;194 427;180;Ålesund;Bioteknologi, Ålesund;2017H;REALFAG;2017;60
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39,3;  39.3;H;194 085;180;Trondheim;Arkiv- og samlingsforvaltning;2017H;SAMFUNN;2017;14
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;41,2;  41.2;H;194 868;180;Trondheim;Afrikastudier, bachelor;2017H;SAMFUNN;2017;29
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42,2;  42.2;H;194 438;180;Trondheim;Geografi, bachelor;2017H;SAMFUNN;2017;45
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42,2;  42.2;H;194 879;180;Trondheim;Sosialantropologi, bachelor;2017H;SAMFUNN;2017;127
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45;  45.0;H;194 880;180;Trondheim;Sosiologi, bachelor;2017H;SAMFUNN;2017;217
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,2;  46.2;H;194 171;180;Trondheim;Rådgiving og voksnes læring;2017H;SAMFUNN;2017;33
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;47,3;  47.3;H;194 875;180;Trondheim;Politisk økonomi;2017H;SAMFUNN;2017;104
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48,3;  48.3;H;194 881;180;Trondheim;Statsvitenskap, bachelor;2017H;SAMFUNN;2017;289
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;51;  51.0;H;194 876;180;Trondheim;Psykologi, bachelor;2017H;SAMFUNN;2017;696
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;38,4;  38.4;H;194 466;180;Trondheim;Tegnspråk og tolking;2017H;SPRÅK;2017;12
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;38,8;  38.8;H;194 930;180;Trondheim;Fonetikk;2017H;SPRÅK;2017;6
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39;  39.0;H;194 889;180;Trondheim;Nordisk språk og litteratur, bachelor;2017H;SPRÅK;2017;3
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;41,2;  41.2;H;194 887;180;Trondheim;Engelsk, bachelor;2017H;SPRÅK;2017;56
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42,3;  42.3;H;194 456;180;Trondheim;Allmenn litteraturvitenskap, bachelor;2017H;SPRÅK;2017;6
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 888;180;Trondheim;Fransk, bachelor;2017H;SPRÅK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 890;180;Trondheim;Tysk, bachelor;2017H;SPRÅK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 924;180;Trondheim;Spansk, bachelor;2017H;SPRÅK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 954;180;Trondheim;Norsk som andrespråk;2017H;SPRÅK;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;41,2;  41.2;H;194 824;180;Gjøvik;Teknologidesign og ledelse, bachelor;2017H;TEKNO - ANNET;2017;28
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 406;180;Gjøvik;Geomatikk;2017H;TEKNO - ANNET;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 955;180;Nettstudium;Bærekraftige byggeprosesser, fleksibel;2017H;TEKNO - ANNET;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44;  44.0;H;194 346;180;Trondheim;Matteknologi;2017H;TEKNO - ANNET;2017;38
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39,3;  39.3;H;194 005;180;Gjøvik;Ingeniør, elektro, Gjøvik;2017H;TEKNO - INGENIØR;2017;3
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;47;  47.0;H;194 003;180;Gjøvik;Ingeniør, bygg, Gjøvik;2017H;TEKNO - INGENIØR;2017;39
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;47,1;  47.1;H;194 004;180;Gjøvik;Ingeniør, data, Gjøvik;2017H;TEKNO - INGENIØR;2017;60
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 012;180;Gjøvik;Ingeniør, maskin, Gjøvik;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 835;180;Gjøvik;Ingeniørfag, fornybar energi;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;51,7;  51.7;H;194 068;180;Nettstudium;Ingeniørfag, elektro, fleksibel;2017H;TEKNO - INGENIØR;2017;17
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;56,8;  56.8;H;194 067;180;Nettstudium;Ingeniør, bygg, fleksibel;2017H;TEKNO - INGENIØR;2017;59
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 069;180;Nettstudium;Ingeniør, maskin, fleksibel;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46,3;  46.3;H;194 018;180;Trondheim;Ingeniør, olje- og gassteknologi;2017H;TEKNO - INGENIØR;2017;30
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48,8;  48.8;H;194 856;180;Trondheim;Ingeniør, elektro, Trondheim;2017H;TEKNO - INGENIØR;2017;170
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;49,5;  49.5;H;194 016;180;Trondheim;Ingeniør, logistikk;2017H;TEKNO - INGENIØR;2017;62
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;51,3;  51.3;H;194 034;180;Trondheim;Ingeniør, maskin, Trondheim;2017H;TEKNO - INGENIØR;2017;150
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,3;  52.3;H;194 013;180;Trondheim;Ingeniør, materialteknologi;2017H;TEKNO - INGENIØR;2017;106
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;52,5;  52.5;H;194 009;180;Trondheim;Ingeniør, kjemi;2017H;TEKNO - INGENIØR;2017;81
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;55,6;  55.6;H;194 503;180;Trondheim;Ingeniør, data, Trondheim;2017H;TEKNO - INGENIØR;2017;425
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;55,9;  55.9;H;194 822;180;Trondheim;Ingeniør, fornybar energi;2017H;TEKNO - INGENIØR;2017;223
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;56,1;  56.1;H;194 675;180;Trondheim;Ingeniør, bygg, Trondheim;2017H;TEKNO - INGENIØR;2017;391
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42;  42.0;H;194 561;180;Ålesund;Ingeniør, vann- og miljøteknologi;2017H;TEKNO - INGENIØR;2017;1
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42,5;  42.5;H;194 023;180;Ålesund;Ingeniør, bygg, Ålesund;2017H;TEKNO - INGENIØR;2017;19
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;43,3;  43.3;H;194 840;180;Ålesund;Ingeniør, data, Ålesund;2017H;TEKNO - INGENIØR;2017;27
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 006;180;Ålesund;Ingeniør, elkraftsystemer;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 017;180;Ålesund;Ingeniør, automatiseringsteknikk;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 045;180;Ålesund;Ingeniør, produkt-  og systemdesign;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 699;180;Ålesund;Ingeniør, skipsdesign;2017H;TEKNO - INGENIØR;2017;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45,3;  45.3;H;194 470;180;Ålesund;Shipping management;2017H;TEKNO - MARITIM;2017;216
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;50,6;  50.6;H;194 353;180;Ålesund;Maritim utdanning, nautikk;2017H;TEKNO - MARITIM;2017;96
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;39,3;  39.3;H;194 369;180;Gjøvik;Økonomi, ledelse og bærekraft;2017H;ØKADM;2017;52
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;46;  46.0;H;194 432;180;Gjøvik;Logistikk;2017H;ØKADM;2017;68
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48,8;  48.8;H;194 898;180;Trondheim;Samfunnsøkonomi, bachelor;2017H;ØKADM;2017;340
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;50,6;  50.6;H;194 035;180;Trondheim;Økonomi og administrasjon, Trondheim;2017H;ØKADM;2017;961
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;43;  43.0;H;194 359;180;Ålesund;Markedsføring og ledelse;2017H;ØKADM;2017;254
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44;  44.0;H;194 414;180;Ålesund;Økonomi og administrasjon, Ålesund;2017H;ØKADM;2017;164
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;-1;O.i.;H;215 405;180;Kjeller;Produktdesign;2017H;ESTETISK;2017;14
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,9;  47.9;H;215 439;180;Oslo;Drama og teaterkommunikasjon, bachelor;2017H;ESTETISK;2017;56
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;48,9;  48.9;H;215 200;180;Oslo;Kunst og design - studieretn. kunst og formidling;2017H;ESTETISK;2017;132
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;56,5;  56.5;H;215 472;180;Oslo;Kunst og design - studieretn. mote og produksjon;2017H;ESTETISK;2017;221
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47;  47.0;H;215 705;180;Oslo;Tannteknikerutdanning;2017H;HELSEFAG - ANNET;2017;331
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;52,9;  52.9;H;215 554;180;Oslo;Prehospitalt arbeid - paramedic;2017H;HELSEFAG - ANNET;2017;90
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;43;  43.0;H;215 071;180;Oslo;Barnevernspedagogutdanning, deltid;2017H;HELSEFAG - BARNEVER;2017;67
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;50;  50.0;H;215 070;180;Oslo;Barnevernspedagogutdanning;2017H;HELSEFAG - BARNEVER;2017;1275
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;53,5;  53.5;H;215 702;180;Oslo;Bioingeniørutdanning;2017H;HELSEFAG - BIOING;2017;298
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47;  47.0;H;215 700;180;Oslo;Ergoterapeututdanning;2017H;HELSEFAG - ERGO;2017;527
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,3;  47.3;H;215 408;180;Kjeller;Samfunnsernæring;2017H;HELSEFAG - ERNÆRING;2017;118
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;53,5;  53.5;H;215 706;180;Oslo;Fysioterapeututdanning, mensendieck;2017H;HELSEFAG - FYSIO;2017;562
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;55,1;  55.1;H;215 703;180;Oslo;Fysioterapeututdanning;2017H;HELSEFAG - FYSIO;2017;1232
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49,8;  49.8;H;215 701;180;Oslo;Radiografutdanning;2017H;HELSEFAG - RADIO;2017;532
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;54,2;  54.2;H;215 749;180;Oslo;Farmasiutdanning;2017H;HELSEFAG - RESEPTAR;2017;324
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;51,7;  51.7;H;215 080;180;Oslo;Sosialt arbeid;2017H;HELSEFAG - SOSIONOM;2017;1522
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,4;  47.4;H;215 054;180;Kjeller;Sykepleierutdanning, Kjeller;2017H;HELSEFAG - SYKEPL;2017;1041
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;48,1;  48.1;H;215 050;180;Oslo;Sykepleierutdanning, Oslo;2017H;HELSEFAG - SYKEPL;2017;2262
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;51,8;  51.8;H;215 055;180;Sandvika;Sykepleierutdanning, Sandvika;2017H;HELSEFAG - SYKEPL;2017;1048
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,7;  47.7;H;215 061;180;Kjeller;Vernepleierutdanning, Kjeller, deltid;2017H;HELSEFAG - VERNEPL;2017;633
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;48;  48.0;H;215 060;180;Kjeller;Vernepleierutdanning, Kjeller;2017H;HELSEFAG - VERNEPL;2017;888
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49,9;  49.9;H;215 063;180;Sandvika;Vernepleierutdanning, Sandvika, deltid;2017H;HELSEFAG - VERNEPL;2017;601
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 511;180;Oslo;Lærerutdanning for tospråklige lærere-Samfunnsfag;2017H;LÆRER - ANNET;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 562;180;Oslo;Lærerutdanning for tospråklige lærere - matematikk;2017H;LÆRER - ANNET;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;44,7;  44.7;H;215 130;180;Oslo;Barnehagelærerutdanning;2017H;LÆRER - BHGLÆRER;2017;547
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 105;180;Kjeller;Yrkesfaglærerutdanning i service og samferdsel ;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 109;180;Kjeller;Yrkesfaglærerutdanning i bygg og anleggsteknikk, Kjeller;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 123;180;Kjeller;Yrkesfaglærerutdanning i helse- og oppvekstfag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 124;180;Kjeller;Yrkesfaglærerutdanning i restaurant- og matfag;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 127;180;Kjeller;Yrkesfaglærerutdanning i elektrofag, Kjeller;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 129;180;Kjeller;Yrkesfaglærerutdanning i teknikk og ind produksjon;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;-1;O.i.;H;215 106;180;Kjeller;Yrkesfaglærerutdanning i helse- og oppvekstfag, deltid;2017H;LÆRER - FAGLÆRER;2017;14
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 953;180;Nettstudium;Yrkesfaglærerutdanning i bygg og anleggsteknikk, Kjeller, nettbasert;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 954;180;Nettstudium;Yrkesfaglærerutdanning i elektrofag, Kjeller, nettbasert;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 957;180;Nettstudium;Yrkesfaglærerutdanning i service og samferdsel;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 958;180;Nettstudium;Yrkesfaglærerutdanning i teknikk og ind produksjon, nettbasert;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;43,2;  43.2;H;215 140;180;Oslo;Faglærerutdanning i kroppsøving og idrettsfag;2017H;LÆRER - FAGLÆRER;2017;69
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 150;180;Oslo;Faglærerutdanning i design, kunst og håndverk;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 228;180;Stavanger;Yrkesfaglærerutd i service og samferdsel;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 229;180;Stavanger;Yrkesfaglærerutdanning i elektrofag, Stavanger;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 231;180;Stavanger;Yrkesfagl.utd. i tekn. og industr. prod;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 959;180;Stavanger;Yrkesfaglærerutdanning i bygg og anleggsteknikk, Stavanger;2017H;LÆRER - FAGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;46,5;  46.5;H;215 336;180;Oslo;Bibliotek- og informasjonsvitenskap, bachelor;2017H;MEDIEFAG;2017;139
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49;  49.0;H;215 850;180;Oslo;Medier og kommunikasjon, bachelor;2017H;MEDIEFAG;2017;264
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49,2;  49.2;H;215 085;180;Oslo;Arkivvitenskap, bachelor;2017H;MEDIEFAG;2017;111
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;54,8;  54.8;H;215 454;180;Oslo;Journalistikk;2017H;MEDIEFAG;2017;211
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 848;180;Oslo;Fotojournalistikk;2017H;MEDIEFAG;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49,5;  49.5;H;215 876;180;Kjeller;Læringspsykologi med vekt på adferdsanalyse;2017H;SAMFUNN;2017;288
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;45,6;  45.6;H;215 484;180;Oslo;Utviklingsstudier, bachelor;2017H;SAMFUNN;2017;163
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;48,3;  48.3;H;215 466;180;Oslo;Tegnspråk og tolking;2017H;SPRÅK;2017;67
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;51,1;  51.1;H;215 449;180;Oslo;Anvendt datateknologi;2017H;TEKNO - ANNET;2017;557
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,7;  47.7;H;215 003;180;Oslo;Ingeniør, bygg;2017H;TEKNO - INGENIØR;2017;87
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;49;  49.0;H;215 004;180;Oslo;Ingeniør, data;2017H;TEKNO - INGENIØR;2017;86
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 005;180;Oslo;Ingeniør, elektronikk og informasjonsteknologi;2017H;TEKNO - INGENIØR;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 009;180;Oslo;Ingeniør, bioteknologi og kjemi;2017H;TEKNO - INGENIØR;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 012;180;Oslo;Ingeniør, maskin;2017H;TEKNO - INGENIØR;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 822;180;Oslo;Ingeniør, energi og miljø;2017H;TEKNO - INGENIØR;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;50,5;  50.5;H;215 369;180;Oslo;Økonomi og adm. / revisjon / Facility Management;2017H;ØKADM;2017;973
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;51,2;  51.2;H;215 138;180;Oslo;Administrasjon og ledelse;2017H;ØKADM;2017;1531
ORD;Politihøgskolen;PHS;Hovedopptak;47,5;  47.5;H;233 682;180;Bodø;Politiutdanning, Bodø;2017H;JUS;2017;341
ORD;Politihøgskolen;PHS;Hovedopptak;47,9;  47.9;H;233 683;180;Kongsvinger;Politiutdanning, Kongsvinger;2017H;JUS;2017;377
ORD;Politihøgskolen;PHS;Hovedopptak;49;  49.0;H;233 679;180;Stavern;Politiutdanning, Stavern;2017H;JUS;2017;429
ORD;Sámi allaskuvla / Sámi University of Applied Sciences;SA/SH;Hovedopptak;0;Alle;H;231 065;180;Kautokeino;Duodji og design;2017H;ESTETISK;2017;0
ORD;Sámi allaskuvla / Sámi University of Applied Sciences;SA/SH;Hovedopptak;0;Alle;H;231 066;180;Kautokeino;Reindriftsstudier;2017H;LANDOGHAVBRUK;2017;0
ORD;Sámi allaskuvla / Sámi University of Applied Sciences;SA/SH;Hovedopptak;0;Alle;H;231 135;180;Kautokeino;Samisk barnehagelærerutdanning;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Sámi allaskuvla / Sámi University of Applied Sciences;SA/SH;Hovedopptak;0;Alle;H;231 064;180;Kautokeino;Samisk språk og litteratur;2017H;SPRÅK;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 200;180;Kristiansand;Kunst og håndverk, bachelor;2017H;ESTETISK;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;46,9;  46.9;H;201 203;180;Kristiansand;Folkehelsearbeid;2017H;HELSEFAG - ANNET;2017;115
ORD;Universitetet i Agder;UIA;Hovedopptak;53,1;  53.1;H;201 702;180;Kristiansand;Bioingeniør;2017H;HELSEFAG - BIOING;2017;122
ORD;Universitetet i Agder;UIA;Hovedopptak;48,1;  48.1;H;201 864;180;Kristiansand;Ernæring;2017H;HELSEFAG - ERNÆRING;2017;195
ORD;Universitetet i Agder;UIA;Hovedopptak;51;  51.0;H;201 080;180;Kristiansand;Sosialt arbeid;2017H;HELSEFAG - SOSIONOM;2017;770
ORD;Universitetet i Agder;UIA;Hovedopptak;46,6;  46.6;H;201 052;180;Grimstad;Sykepleierutdanning, Grimstad;2017H;HELSEFAG - SYKEPL;2017;979
ORD;Universitetet i Agder;UIA;Hovedopptak;48,5;  48.5;H;201 050;180;Kristiansand;Sykepleierutdanning, Kristiansand;2017H;HELSEFAG - SYKEPL;2017;1401
ORD;Universitetet i Agder;UIA;Hovedopptak;50,3;  50.3;H;201 060;180;Grimstad;Vernepleierutdanning;2017H;HELSEFAG - VERNEPL;2017;478
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 479;180;Kristiansand;Anvendt filosofi;2017H;HISTORIE;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 481;180;Kristiansand;Historie, bachelor;2017H;HISTORIE;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 482;180;Kristiansand;Religion, etikk og samfunn, bachelor;2017H;HISTORIE;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;44,7;  44.7;H;201 440;180;Kristiansand;Idrett, bachelor;2017H;IDRETT;2017;182
ORD;Universitetet i Agder;UIA;Hovedopptak;47;  47.0;H;201 260;180;Kristiansand;IT og informasjonssystemer, bachelor;2017H;INFOTEKN;2017;294
ORD;Universitetet i Agder;UIA;Hovedopptak;52,6;  52.6;H;201 526;180;Kristiansand;Rettsvitenskap;2017H;JUS;2017;539
ORD;Universitetet i Agder;UIA;Hovedopptak;41,3;  41.3;H;201 132;180;Grimstad;Barnehagelærerutdanning, Grimstad;2017H;LÆRER - BHGLÆRER;2017;119
ORD;Universitetet i Agder;UIA;Hovedopptak;40,8;  40.8;H;201 130;180;Kristiansand;Barnehagelærerutdanning, Kristiansand;2017H;LÆRER - BHGLÆRER;2017;207
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 157;180;Kristiansand;Faglærerutdanning i teater;2017H;LÆRER - FAGLÆRER;2017;0
ORD;Universitetet i Agder;UIA;Hovedopptak;38,4;  38.4;H;201 850;180;Kristiansand;Kommunikasjon, kommunikasjon og medier, bachelor;2017H;MEDIEFAG;2017;39
ORD;Universitetet i Agder;UIA;Hovedopptak;41,8;  41.8;H;201 851;180;Kristiansand;Kommunikasjon, medieproduksjon, bachelor;2017H;MEDIEFAG;2017;35
